dataset,model,objective,seed,run_tag,actual_epochs,actual_folds,actual_batch_size,actual_downsample,actual_eval_every,lr,density_prior,score_after_train,completed_folds,recorded_epochs,latest_fold,latest_epoch,latest_epoch_total,latest_train_loss,latest_valid_mAP,latest_eval_fold,latest_eval_epoch,latest_eval_valid_mAP,best_eval_fold,best_eval_epoch,best_eval_valid_mAP,avg_epoch_runtime_sec,avg_eval_epoch_runtime_sec,avg_train_epoch_runtime_sec,estimated_current_fold_remaining_min,mean_valid_mAP,mean_valid_loss,mean_best_epoch,tuned_mAP,tuned_mf1,strict3_tuned_mAP,strict3_tuned_mf1,strict3_score_file,run_dir
sleep,gru,density_hard,0,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,False,4,0,,,,,,,,,,,,,,,,0.6646203911072995,0.00162908841497775,20.0,0.670474923063441,0.723547847391744,,,,experiments/sleep/gru/density_hard/seed_0_objective_e20_bs32_eval5
sleep,gru,density_hard,1,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.6772295290018386,0.0016290516160960252,20.0,0.6855994376120669,0.7261896430868044,,,,experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5
sleep,gru,density_hard,2,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.6794522927763522,0.0016045339527224,20.0,0.683004424421913,0.7325707001877424,,,,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5
sleep,gru,gau,0,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,False,4,0,,,,,,,,,,,,,,,,0.6049920762254695,0.4338994982793125,20.0,0.5834302570919555,0.6793197469889245,,,,experiments/sleep/gru/gau/seed_0_objective_e20_bs32_eval5
sleep,gru,hard,0,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,False,4,0,,,,,,,,,,,,,,,,0.6092770480517243,6.434892046559549,18.75,0.5855950637607844,0.6897055331455744,,,,experiments/sleep/gru/hard/seed_0_objective_e20_bs32_eval5
sleep,gru,hard,1,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.633430209638749,6.400636805769819,18.75,0.6157274880293608,0.7030512093664327,,,,experiments/sleep/gru/hard/seed_1_objective_e20_bs32_eval5
sleep,gru,hard,2,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.6006298432143042,6.439422217258262,18.75,0.5960226572603868,0.690314075833622,,,,experiments/sleep/gru/hard/seed_2_objective_e20_bs32_eval5
sleep,gru,seg,0,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,False,4,0,,,,,,,,,,,,,,,,0.4391626806676997,0.12586380438850203,18.75,0.5708911028714023,0.6600968076746483,,,,experiments/sleep/gru/seg/seed_0_objective_e20_bs32_eval5
sleep,gru,seg,0,seg_lr1e3_e20_bs32_eval5,20,4,32,10,5.0,0.001,sparse,False,4,0,,,,,,,,,,,,,,,,0.30269498329569644,0.19451160817281735,11.25,,,,,,experiments/sleep/gru/seg/seed_0_seg_lr1e3_e20_bs32_eval5
sleep,gru,seg,1,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.4170128460358195,0.12342067440859893,18.75,0.5767763385764865,0.6618785529799798,,,,experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5
sleep,gru,seg,2,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.47754334443847524,0.12348408126749486,17.5,0.5784484520481392,0.6575913289174622,,,,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5
sleep,gru,seg_focal,0,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,False,4,0,,,,,,,,,,,,,,,,0.3594692725525783,0.0166433385666363,13.75,0.5142161181162086,0.6051642115005316,,,,experiments/sleep/gru/seg_focal/seed_0_objective_e20_bs32_eval5
sleep,gru,seg_focal,0,seg_lr1e3_e20_bs32_eval5,20,4,32,10,5.0,0.001,sparse,False,4,0,,,,,,,,,,,,,,,,0.14634591044857045,0.0232804054005831,10.0,,,,,,experiments/sleep/gru/seg_focal/seed_0_seg_lr1e3_e20_bs32_eval5
sleep,gru,seg_focal,1,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.3704657557232394,0.015348169079275026,16.25,0.5334157118303486,0.622432270717534,,,,experiments/sleep/gru/seg_focal/seed_1_objective_e20_bs32_eval5
sleep,gru,seg_focal,2,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.36510616118248795,0.014909840464870552,16.25,0.5262343802477801,0.6203076193360177,,,,experiments/sleep/gru/seg_focal/seed_2_objective_e20_bs32_eval5
sleep,gru,seg_weighted,0,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,False,4,0,,,,,,,,,,,,,,,,0.4963586157123307,0.201110154378573,15.0,0.551820626356865,0.6434071580078717,,,,experiments/sleep/gru/seg_weighted/seed_0_objective_e20_bs32_eval5
sleep,gru,seg_weighted,0,seg_lr1e3_e20_bs32_eval5,20,4,32,10,5.0,0.001,sparse,False,4,0,,,,,,,,,,,,,,,,0.4062021664516123,0.24681154252155285,17.5,,,,,,experiments/sleep/gru/seg_weighted/seed_0_seg_lr1e3_e20_bs32_eval5
sleep,gru,seg_weighted,1,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.43414560825095866,0.19990772779194121,16.25,0.5341888245123776,0.621600559253794,,,,experiments/sleep/gru/seg_weighted/seed_1_objective_e20_bs32_eval5
sleep,gru,seg_weighted,2,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.49688597945182783,0.20015860427591334,16.25,0.5459575637186234,0.6347853052686528,,,,experiments/sleep/gru/seg_weighted/seed_2_objective_e20_bs32_eval5
sleep,transformer_2l_64h_4a,density_hard,0,transformer_smoke,1,2,8,10,1.0,0.003,sparse,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,experiments/sleep/transformer_2l_64h_4a/density_hard/seed_0_transformer_smoke
sleep,transformer_4l_64h_4a,density_custom,0,transformer_main_candidate_lr1e3_e20_bs32_eval5,20,4,32,10,5.0,0.001,sparse,False,4,80,3.0,20.0,20.0,0.0035307878029665,0.0200264442917577,3.0,20.0,0.0200264442917577,1.0,20.0,0.025270871116206,54.69260452128765,129.06809792637432,36.09873117001598,,0.022390752276877278,0.003366019831316875,20.0,,,,,,experiments/sleep/transformer_4l_64h_4a/density_custom/seed_0_transformer_main_candidate_lr1e3_e20_bs32_eval5
sleep,transformer_4l_64h_4a,density_gau,0,transformer_main_candidate_lr1e3_e20_bs32_eval5,20,4,32,10,5.0,0.001,sparse,False,4,80,3.0,20.0,20.0,0.0035204970211322,0.0199586547205633,3.0,20.0,0.0199586547205633,1.0,20.0,0.0249170415462557,36.353007329825324,92.86710100456207,22.224483911141135,,0.022146855569109197,0.00335723348748545,20.0,,,,,,experiments/sleep/transformer_4l_64h_4a/density_gau/seed_0_transformer_main_candidate_lr1e3_e20_bs32_eval5
sleep,transformer_4l_64h_4a,density_hard,0,transformer_offline_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.033229880650377096,0.003288456541916875,20.0,0.0323238512253073,0.0762902715923327,,,,experiments/sleep/transformer_4l_64h_4a/density_hard/seed_0_transformer_offline_e20_bs32_eval5
sleep,transformer_4l_64h_4a,density_hard,0,transformer_smoke_bs32,1,2,32,10,1.0,0.003,sparse,False,2,0,,,,,,,,,,,,,,,,0.01327366962217515,0.0034377953397352,1.0,,,,,,experiments/sleep/transformer_4l_64h_4a/density_hard/seed_0_transformer_smoke_bs32
sleep,transformer_4l_64h_4a,density_hard,1,transformer_offline_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.03654384359191407,0.0032829804148354,20.0,0.0358598089556592,0.0834400856049836,,,,experiments/sleep/transformer_4l_64h_4a/density_hard/seed_1_transformer_offline_e20_bs32_eval5
sleep,transformer_4l_64h_4a,density_hard,2,transformer_offline_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,80,3.0,20.0,20.0,0.0034093129714684,0.0287536329151887,3.0,20.0,0.0287536329151887,0.0,20.0,0.0291629203574373,27.090939130953483,58.792916160440654,19.16544487358169,,0.025760447316649025,0.003316510294345375,20.0,0.0251702854096718,0.0593856498056296,,,,experiments/sleep/transformer_4l_64h_4a/density_hard/seed_2_transformer_offline_e20_bs32_eval5
sleep,transformer_4l_64h_4a,seg,0,transformer_main_candidate_lr1e3_e20_bs32_eval5,20,4,32,10,5.0,0.001,sparse,False,4,80,3.0,20.0,20.0,0.3027755107198442,0.1871929863107358,3.0,20.0,0.1871929863107358,0.0,20.0,0.2033847386902887,57.50126277088775,149.74592024825097,34.44009840154695,,0.19133631945536034,0.29554205935055045,17.5,,,,,,experiments/sleep/transformer_4l_64h_4a/seg/seed_0_transformer_main_candidate_lr1e3_e20_bs32_eval5
sleep,transformer_4l_64h_4a,seg,0,transformer_offline_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.20870144166919635,0.28158082274399987,17.5,0.3894610813530842,0.5163711791824541,,,,experiments/sleep/transformer_4l_64h_4a/seg/seed_0_transformer_offline_e20_bs32_eval5
sleep,transformer_4l_64h_4a,seg,1,transformer_offline_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,80,3.0,20.0,20.0,0.2857471704483032,0.198943079252937,3.0,20.0,0.198943079252937,0.0,20.0,0.2197007605984007,31.574409099262994,80.17027822306045,19.42544181831363,,0.20964485334318958,0.27796400151298406,20.0,0.3922341014421432,0.5246743374898979,,,,experiments/sleep/transformer_4l_64h_4a/seg/seed_1_transformer_offline_e20_bs32_eval5
sleep,transformer_4l_64h_4a,seg,2,transformer_offline_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,80,3.0,20.0,20.0,0.2849474144833429,0.2104276176841679,3.0,20.0,0.2104276176841679,2.0,20.0,0.2135630827092179,27.010092132011778,60.36917157099742,18.670322272265366,,0.20948608722747047,0.28167106692696575,18.75,0.3920326910466282,0.525133853975398,,,,experiments/sleep/transformer_4l_64h_4a/seg/seed_2_transformer_offline_e20_bs32_eval5
sleep,transformer_6l_128h_8a_10d,density_custom,0,transformer_strong_lr5e4_wd1e2_e20_bs8_eval5,20,4,8,10,5.0,0.0005,sparse,False,4,80,3.0,20.0,20.0,0.0036523110197427,0.0105676345438819,3.0,20.0,0.0105676345438819,2.0,20.0,0.0146374103228199,63.85664921562493,101.98256011825015,54.325171489968625,,0.01293010982812165,0.0034385271226397745,20.0,0.0130677127765935,0.0340330294929103,,,,experiments/sleep/transformer_6l_128h_8a_10d/density_custom/seed_0_transformer_strong_lr5e4_wd1e2_e20_bs8_eval5
sleep,transformer_6l_128h_8a_10d,density_gau,0,transformer_strong_lr5e4_wd1e2_e20_bs8_eval5,20,4,8,10,5.0,0.0005,sparse,False,4,80,3.0,20.0,20.0,0.0036524401064245,0.0108255751722501,3.0,20.0,0.0108255751722501,2.0,20.0,0.0146800882664947,69.42862630322506,110.8889313069376,59.06355005229693,,0.013136243258488526,0.003437045282483825,20.0,0.0132780603954506,0.0347432380858008,,,,experiments/sleep/transformer_6l_128h_8a_10d/density_gau/seed_0_transformer_strong_lr5e4_wd1e2_e20_bs8_eval5
sleep,transformer_6l_128h_8a_10d,density_hard,0,transformer_strong_lr5e4_wd1e2_e20_bs8_eval5,20,4,8,10,5.0,0.0005,sparse,False,4,80,3.0,20.0,20.0,0.0036476682065627,0.01017512762465,3.0,20.0,0.01017512762465,2.0,20.0,0.0140534331919161,102.00361058587487,184.63384201149984,81.34605272946862,,0.01282629363388395,0.00343505992831545,20.0,0.0129661525563893,0.0340369495685972,,,,experiments/sleep/transformer_6l_128h_8a_10d/density_hard/seed_0_transformer_strong_lr5e4_wd1e2_e20_bs8_eval5
sleep,transformer_6l_128h_8a_10d,seg,0,transformer_strong_lr5e4_wd1e2_e20_bs8_eval5,20,4,8,10,5.0,0.0005,sparse,False,4,80,3.0,20.0,20.0,0.3525814356712194,0.1626898325878607,3.0,20.0,0.1626898325878607,0.0,20.0,0.1813844399675682,65.70441191322489,111.70419080325064,54.20446719071845,,0.16605355683679543,0.3405860689108108,20.0,0.308356875159397,0.4557443155908243,,,,experiments/sleep/transformer_6l_128h_8a_10d/seg/seed_0_transformer_strong_lr5e4_wd1e2_e20_bs8_eval5
sleep,unet,density_gau,0,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.571990715091073,0.002077111740155525,20.0,0.5795332676758338,0.6308030606399753,,,,experiments/sleep/unet/density_gau/seed_0_objective_e20_bs32_eval5
sleep,unet,density_gau,1,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.5712042902479146,0.002075694214157775,20.0,0.575941590211742,0.6306908135437592,,,,experiments/sleep/unet/density_gau/seed_1_objective_e20_bs32_eval5
sleep,unet,density_gau,2,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.566638525859102,0.002084158780651225,20.0,0.573277554780818,0.6205717817651688,,,,experiments/sleep/unet/density_gau/seed_2_objective_e20_bs32_eval5
sleep,unet,density_hard,0,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.5718903900698535,0.0017359713151964252,20.0,0.5797117156024607,0.6258213843682299,,,,experiments/sleep/unet/density_hard/seed_0_objective_e20_bs32_eval5
sleep,unet,density_hard,1,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.5713625957416244,0.001728668527456875,20.0,0.5778502001611132,0.6301354926354101,,,,experiments/sleep/unet/density_hard/seed_1_objective_e20_bs32_eval5
sleep,unet,density_hard,2,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.5662987006893796,0.00173147560941195,20.0,0.5750773272279228,0.6223836795782915,,,,experiments/sleep/unet/density_hard/seed_2_objective_e20_bs32_eval5
sleep,unet,hard,0,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.5510980803568012,6.181613658883803,18.75,0.555638622028582,0.6064531055053406,,,,experiments/sleep/unet/hard/seed_0_objective_e20_bs32_eval5
sleep,unet,seg,0,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.4301795551716581,0.15325394891564947,20.0,0.4393287829216509,0.5210548520811469,,,,experiments/sleep/unet/seg/seed_0_objective_e20_bs32_eval5
sleep,unet,seg,1,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.43955807796830154,0.15309405591817063,20.0,0.4464184083656597,0.5225748539020466,,,,experiments/sleep/unet/seg/seed_1_objective_e20_bs32_eval5
sleep,unet,seg,2,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.4469168519716492,0.28027785451587206,16.25,0.3620002773086759,0.4870486442336434,,,,experiments/sleep/unet/seg/seed_2_objective_e20_bs32_eval5
sleep,unet_t,density_gau,0,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.48652827120116904,0.0023927927970799,17.5,0.4645568175699485,0.5430014262291702,,,,experiments/sleep/unet_t/density_gau/seed_0_objective_e20_bs32_eval5
sleep,unet_t,density_gau,1,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.45452629437693326,0.002734642298895975,18.75,0.3957986003971154,0.4853103595297469,,,,experiments/sleep/unet_t/density_gau/seed_1_objective_e20_bs32_eval5
sleep,unet_t,density_gau,2,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.4607014815121002,0.0024845931361444,18.75,0.4486179751843714,0.5243989634494427,,,,experiments/sleep/unet_t/density_gau/seed_2_objective_e20_bs32_eval5
sleep,unet_t,density_hard,0,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.4495871625704925,0.00231399904914115,15.0,0.4484291573198458,0.5071739374976474,,,,experiments/sleep/unet_t/density_hard/seed_0_objective_e20_bs32_eval5
sleep,unet_t,density_hard,1,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.4465603663392872,0.0022640976828044,17.5,0.4407260945891453,0.5088582724614443,,,,experiments/sleep/unet_t/density_hard/seed_1_objective_e20_bs32_eval5
sleep,unet_t,density_hard,2,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.45395114102140155,0.0021718250963883253,20.0,0.4415163443928859,0.5214272614999786,,,,experiments/sleep/unet_t/density_hard/seed_2_objective_e20_bs32_eval5
sleep,unet_t,seg,0,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.33615085678820716,0.21360036005877248,18.75,0.3559060842707397,0.4478847165841746,,,,experiments/sleep/unet_t/seg/seed_0_objective_e20_bs32_eval5
sleep,unet_t,seg,1,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.25200504636571497,0.3244708950382582,17.5,0.2670675891861006,0.3703820375244857,,,,experiments/sleep/unet_t/seg/seed_1_objective_e20_bs32_eval5
sleep,unet_t,seg,2,objective_e20_bs32_eval5,20,4,32,10,5.0,0.003,sparse,True,4,0,,,,,,,,,,,,,,,,0.18039030982265883,0.3802594256708803,15.0,0.2025798284109297,0.2971747689942718,,,,experiments/sleep/unet_t/seg/seed_2_objective_e20_bs32_eval5
