dataset,model,objective,seed,sequence_length,downsample,agg_feats,folds,epochs,batch_size,normalize,use_cat,device,density_prior,best_metric,lr,weight_decay,clip_grad_norm,run_tag,tune_cutoff_steps,tune_cutoff_values,tune_smooth_values,tune_alternating,score_after_train,eval_every,wandb_enabled,wandb_project,wandb_entity,wandb_group,wandb_name,wandb_mode,wandb_tags,wandb_log_artifacts,gaussian_sigma,tolerances,target_tolerances,runtime_sec,postprocess_objectives,prediction_dir,score_tolerances,score_suffix,row_type,stage,postprocess_objective,optimized_metric,metric,tolerance,score,params,source_path,run_id,run_dir,score_file,workers
bowshock,gru,density_custom,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1028.087311565003,['density_custom'],experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/predictions,[75],,summary,default,density_custom,,mAP,,0.9548014687233172,{},experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_custom,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1028.087311565003,['density_custom'],experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/predictions,[75],,summary,default,density_custom,,mf1,,0.8794878881284534,{},experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_custom,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1028.087311565003,['density_custom'],experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,density_custom,mAP,mAP,,0.9829953991241586,"{""cutoff"": 0.0, ""distance"": 138, ""smooth"": 10}",experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_custom,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1028.087311565003,['density_custom'],experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,density_custom,mAP,mf1,,0.934881082202989,"{""cutoff"": 0.0, ""distance"": 138, ""smooth"": 10}",experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_custom,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1028.087311565003,['density_custom'],experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/predictions,[75],,tolerance,tuned,density_custom,mAP,mAP,75.0,0.9829953991241586,"{""cutoff"": 0.0, ""distance"": 138, ""smooth"": 10}",experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_custom,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1028.087311565003,['density_custom'],experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,density_custom,mf1,mAP,,0.9829953991241586,"{""cutoff"": 0.0, ""distance"": 138, ""smooth"": 10}",experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_custom,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1028.087311565003,['density_custom'],experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,density_custom,mf1,mf1,,0.934881082202989,"{""cutoff"": 0.0, ""distance"": 138, ""smooth"": 10}",experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_custom,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1028.087311565003,['density_custom'],experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/predictions,[75],,tolerance,tuned,density_custom,mf1,mf1,75.0,0.934881082202989,"{""cutoff"": 0.0, ""distance"": 138, ""smooth"": 10}",experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_custom/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_gau,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1637.0862804419885,['density_gau'],experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/predictions,[75],,summary,default,density_gau,,mAP,,0.9831358423220038,{},experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_gau,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1637.0862804419885,['density_gau'],experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/predictions,[75],,summary,default,density_gau,,mf1,,0.9315146298395114,{},experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_gau,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1637.0862804419885,['density_gau'],experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,density_gau,mAP,mAP,,0.9879226272070069,"{""cutoff"": 0.0, ""distance"": 1000, ""smooth"": 10}",experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_gau,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1637.0862804419885,['density_gau'],experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,density_gau,mAP,mf1,,0.9394796330094098,"{""cutoff"": 0.0, ""distance"": 1000, ""smooth"": 10}",experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_gau,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1637.0862804419885,['density_gau'],experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/predictions,[75],,tolerance,tuned,density_gau,mAP,mAP,75.0,0.9879226272070069,"{""cutoff"": 0.0, ""distance"": 1000, ""smooth"": 10}",experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_gau,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1637.0862804419885,['density_gau'],experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,density_gau,mf1,mAP,,0.9879226272070069,"{""cutoff"": 0.0, ""distance"": 1000, ""smooth"": 10}",experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_gau,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1637.0862804419885,['density_gau'],experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,density_gau,mf1,mf1,,0.9394796330094098,"{""cutoff"": 0.0, ""distance"": 1000, ""smooth"": 10}",experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_gau,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1637.0862804419885,['density_gau'],experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/predictions,[75],,tolerance,tuned,density_gau,mf1,mf1,75.0,0.9394796330094098,"{""cutoff"": 0.0, ""distance"": 1000, ""smooth"": 10}",experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_gau/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_hard,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1610.7999219729973,['density_hard'],experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/predictions,[75],,summary,default,density_hard,,mAP,,0.9830457888164972,{},experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_hard,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1610.7999219729973,['density_hard'],experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/predictions,[75],,summary,default,density_hard,,mf1,,0.9305477081569252,{},experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_hard,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1610.7999219729973,['density_hard'],experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,density_hard,mAP,mAP,,0.9875641703711352,"{""cutoff"": 0.0, ""distance"": 138, ""smooth"": 10}",experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_hard,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1610.7999219729973,['density_hard'],experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,density_hard,mAP,mf1,,0.9372881305936815,"{""cutoff"": 0.0, ""distance"": 138, ""smooth"": 10}",experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_hard,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1610.7999219729973,['density_hard'],experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/predictions,[75],,tolerance,tuned,density_hard,mAP,mAP,75.0,0.9875641703711352,"{""cutoff"": 0.0, ""distance"": 138, ""smooth"": 10}",experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_hard,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1610.7999219729973,['density_hard'],experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,density_hard,mf1,mAP,,0.9873675600970696,"{""cutoff"": 0.0, ""distance"": 1000, ""smooth"": 10}",experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_hard,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1610.7999219729973,['density_hard'],experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,density_hard,mf1,mf1,,0.9404494332033976,"{""cutoff"": 0.0, ""distance"": 1000, ""smooth"": 10}",experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,density_hard,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],1610.7999219729973,['density_hard'],experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/predictions,[75],,tolerance,tuned,density_hard,mf1,mf1,75.0,0.9404494332033976,"{""cutoff"": 0.0, ""distance"": 1000, ""smooth"": 10}",experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/density_hard/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,seg,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],995.835416766,"['seg1', 'seg2']",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/predictions,[75],,summary,default,seg1,,mAP,,0.2201939532230462,{},experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,seg,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],995.835416766,"['seg1', 'seg2']",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/predictions,[75],,summary,default,seg1,,mf1,,0.3609163130776704,{},experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,seg,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],995.835416766,"['seg1', 'seg2']",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,seg1,mAP,mAP,,0.9865157931195504,"{""cutoff"": 0.0, ""distance"": 1000, ""smooth"": 10}",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,seg,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],995.835416766,"['seg1', 'seg2']",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,seg1,mAP,mf1,,0.9386363586364428,"{""cutoff"": 0.0, ""distance"": 1000, ""smooth"": 10}",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,seg,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],995.835416766,"['seg1', 'seg2']",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/predictions,[75],,tolerance,tuned,seg1,mAP,mAP,75.0,0.9865157931195504,"{""cutoff"": 0.0, ""distance"": 1000, ""smooth"": 10}",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,seg,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],995.835416766,"['seg1', 'seg2']",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,seg1,mf1,mAP,,0.9863730542805144,"{""cutoff"": 0.0, ""distance"": 138, ""smooth"": 10}",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,seg,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],995.835416766,"['seg1', 'seg2']",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,seg1,mf1,mf1,,0.9389269356392712,"{""cutoff"": 0.0, ""distance"": 138, ""smooth"": 10}",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,seg,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],995.835416766,"['seg1', 'seg2']",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/predictions,[75],,tolerance,tuned,seg1,mf1,mf1,75.0,0.9389269356392712,"{""cutoff"": 0.0, ""distance"": 138, ""smooth"": 10}",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,seg,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],995.835416766,"['seg1', 'seg2']",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/predictions,[75],,summary,default,seg2,,mAP,,0.2201939532230462,{},experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,seg,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],995.835416766,"['seg1', 'seg2']",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/predictions,[75],,summary,default,seg2,,mf1,,0.3609163130776704,{},experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,seg,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],995.835416766,"['seg1', 'seg2']",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,seg2,mAP,mAP,,0.9865157931195504,"{""cutoff"": 0.0, ""distance"": 1000, ""smooth"": 10}",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,seg,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],995.835416766,"['seg1', 'seg2']",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,seg2,mAP,mf1,,0.9386363586364428,"{""cutoff"": 0.0, ""distance"": 1000, ""smooth"": 10}",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,seg,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],995.835416766,"['seg1', 'seg2']",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/predictions,[75],,tolerance,tuned,seg2,mAP,mAP,75.0,0.9865157931195504,"{""cutoff"": 0.0, ""distance"": 1000, ""smooth"": 10}",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20,scores.csv,
bowshock,gru,seg,0,21600,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,point_event_ablation_e20,5,,"['none', 1, 10]",True,True,5.0,True,event-detection-pdf,,P13-point-event-bowshock,,,"bdl-paper,bowshock,P13,point-event",True,15.0,[75],[75],995.835416766,"['seg1', 'seg2']",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/predictions,[75],,summary,tuned,seg2,mf1,mAP,,0.9863730542805144,"{""cutoff"": 0.0, ""distance"": 138, ""smooth"": 10}",experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20/results/scores.csv,seed_0_point_event_ablation_e20,experiments/bowshock/gru/seg/seed_0_point_event_ablation_e20,scores.csv,
