dataset,model,objective,seed,sequence_length,downsample,agg_feats,folds,epochs,batch_size,normalize,use_cat,device,density_prior,best_metric,lr,weight_decay,clip_grad_norm,run_tag,tune_cutoff_steps,tune_cutoff_values,tune_smooth_values,tune_alternating,score_after_train,eval_every,wandb_enabled,wandb_project,wandb_entity,wandb_group,wandb_name,wandb_mode,wandb_tags,wandb_log_artifacts,gaussian_sigma,tolerances,target_tolerances,runtime_sec,postprocess_objectives,prediction_dir,score_tolerances,score_suffix,row_type,stage,postprocess_objective,optimized_metric,metric,tolerance,score,params,source_path,run_id,run_dir,score_file,workers
sleep,gru,seg,1,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",686.7980145550027,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/predictions,,,summary,tuned,seg2,mf1,mAP,,0.5651820727942124,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,1,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",686.7980145550027,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/predictions,,,summary,tuned,seg2,mf1,mf1,,0.6621377420142183,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,1,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",686.7980145550027,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg2,mf1,mf1,12.0,0.1955765190446662,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,1,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",686.7980145550027,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg2,mf1,mf1,36.0,0.4723068338157027,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,1,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",686.7980145550027,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg2,mf1,mf1,60.0,0.5920703123805213,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,1,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",686.7980145550027,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg2,mf1,mf1,90.0,0.6684220523512057,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,1,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",686.7980145550027,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg2,mf1,mf1,120.0,0.7173067037060402,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,1,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",686.7980145550027,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg2,mf1,mf1,150.0,0.750178115614411,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,1,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",686.7980145550027,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg2,mf1,mf1,180.0,0.7720179156010328,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,1,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",686.7980145550027,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg2,mf1,mf1,240.0,0.7999488030364558,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,1,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",686.7980145550027,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg2,mf1,mf1,300.0,0.8195154646083886,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,1,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",686.7980145550027,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg2,mf1,mf1,360.0,0.8340346999837585,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_1_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,summary,default,seg1,,mAP,,0.4803026946795619,{},experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,summary,default,seg1,,mf1,,0.5740991938583315,{},experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,summary,tuned,seg1,mAP,mAP,,0.5448706602807267,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,summary,tuned,seg1,mAP,mf1,,0.6409292498335113,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg1,mAP,mAP,12.0,0.0364670543317516,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg1,mAP,mAP,36.0,0.2402200640220241,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg1,mAP,mAP,60.0,0.4235962428038549,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg1,mAP,mAP,90.0,0.5382754868672106,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg1,mAP,mAP,120.0,0.6098746193824376,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg1,mAP,mAP,150.0,0.6597818576485652,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg1,mAP,mAP,180.0,0.6848482301995447,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg1,mAP,mAP,240.0,0.7276214008319526,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg1,mAP,mAP,300.0,0.7536023882390745,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg1,mAP,mAP,360.0,0.7744192584808514,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,summary,tuned,seg1,mf1,mAP,,0.5448706602807267,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,summary,tuned,seg1,mf1,mf1,,0.6409292498335113,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg1,mf1,mf1,12.0,0.1510681066478253,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg1,mf1,mf1,36.0,0.4233796033532296,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
sleep,gru,seg,2,120960,10,stat,4,20,32,True,True,cuda,sparse,mAP,0.003,0.0,0.1,objective_e20_bs32_eval5,3,,"['none', 10]",True,True,5.0,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",677.6792280810005,"['seg1', 'seg2']",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/predictions,,,tolerance,tuned,seg1,mf1,mf1,60.0,0.580383260436073,"{""alternating"": 1, ""cutoff"": 0.5, ""smooth"": 10}",experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/seg/seed_2_objective_e20_bs32_eval5,scores.csv,
